example_id,task_type,answer_type,prompt,answer
mmlu_humanities_00021_high_school_world_history,humanities,choice,"This question refers to the following information.
The following poem refers to an incident in Sharpeville, South Africa, in 1960. To protest the requirement that they carry papers documenting their identity and residence, black South Africans gathered in front of police stations without their papers. Though other protests ended peacefully, in Sharpeville, police fired into the crowd.
What is important
about Sharpeville
is not that seventy died:
nor even that they were shot in the back
retreating, unarmed, defenceless
and certainty not
the heavy caliber slug
that tore through a mother's back
and ripped through the child in her arms
killing it
Remember Sharpeville
bullet-in-the-back day
Because it epitomized oppression
and the nature of society
More clearly than anything else;
it was the classic event
Nowhere is racial dominance
more clearly defined
nowhere the will to oppress
more clearly demonstrated
What the world whispers
apartheid declares with snarling guns
the blood the rich lust after
South Africa spills dust
Remember Sharpeville
Remember bullet-in-the-back day
And remember the unquenchable will for freedom
Remember the dead
and be glad
—Dennis Brutus, 1973
What does the poet mean by ""what the world whispers""?
A. The world is too afraid of South Africa to oppose apartheid.
B. The world engages in subtler forms of discrimination.
C. The world condemns South Africa’s discrimination.
D. The world economy promotes South Africa’s discrimination.",B
mmlu_humanities_00030_high_school_world_history,humanities,choice,"This question refers to the following information.
""At least one of the [world's] societies would have to somehow enormously increase its productivity [in order to achieve global hegemony]. That quantum jump would have to be made before the various scientific, technological, agricultural, and industrial revolutions on which our post-quantum-leap world rests. It could only be accomplished by exploiting the ecosystems, mineral resources, and human assets of whole continents outside the lands of the society making the jump. Western Europe did just that by means of its brutality and guns and, more important, by geographical and ecological luck.""
Copyright © 2015 Cambridge University Press.
Alfred Crosby, historian, Ecological Imperialism, 2004
Crosby's argument in the passage is most likely a response to which of the following developments of the period 1450–1750 C.E.?
A. The development of direct trade links between Western Europe and India
B. The beginning of the Industrial Revolution
C. The colonization of North and South America by Western Europeans
D. The increasing development of seafaring technologies",C
gsm8k_00023,math,number,"Sasha added 48 cards into a box. Her sister, Karen, then took out 1/6 of the cards Sasha added. If there are now 83 cards in the box, how many cards were originally in the box?",43
mmlu_social_science_00072_us_foreign_policy,social_science,choice,"The role of gathering and interpreting intelligence about foreign countries in order to allow policymakers to make good foreign policy decisions was given to
A. the Central Intelligence Agency (CIA).
B. the Federal Bureau of Investigation (FBI).
C. the National Security Council.
D. Both A and B are correct.",A
sciq_00097,science,choice,"Bivalvia and gastropoda are classes of what phylum?
A. fishes
B. diatoms
C. Insects
D. mollusks",D
mmlu_humanities_00108_philosophy,humanities,choice,"A prima facie duty is a characteristic of an act in virtue of which the act:
A. seems to be right, although this might be illusory.
B. tends to be right, although this might be outweighed by other considerations.
C. is right.
D. is the first thing that an agent ought to do, above all else.",B
strategyqa_2cc59f4d25398d251fd6,commonsense,yesno,"Is Olympia, Washington part of ""Ish river country""? Answer yes or no.",yes
gsm8k_00027,math,number,"A vendor at the market is selling sunglasses for $30 each. He has to spend a certain amount to buy these sunglasses. He sells 10 pairs in a day. He then takes half his profits and uses it to buy a new sign, which costs $20. How much does each pair of sunglasses cost him to buy?",26
gsm8k_00036,math,number,"A pickup truck can fill 20 eight gallon water cans (each can filled three quarters of its capacity) in three hours. If each can is filled to full capacity instead, how long, in hours, will it take to fill 25 cans?",5
mmlu_social_science_00086_sociology,social_science,choice,"The 'extension pattern' that Parker (1976) identified was said to be:
A. the lifestyle of clerical and unskilled manual workers, who saw leisure time as a chance to escape from alienating work
B. characteristic of professionals and skilled workers, whose work interests spilled over into leisure time
C. a neutral balance between work and leisure as neither connected nor oppositional, as evidenced by semi-skilled manual and clerical workers
D. the tendency of students to leave essay-writing until the last minute and then ask for an extended deadline",B
gsm8k_00154,math,number,"Wendy has 5 facial products she puts on in the morning and she waits 5 minutes between each product.  She also spends an additional 30 minutes putting on her make-up.  How much time does it take her to put on her ""full face?""",55
mmlu_social_science_00115_sociology,social_science,choice,"What is the name of the process by which we acquire a sense of identity and become members of society?
A. rationalization
B. colonization
C. McDonaldization
D. socialization",D
strategyqa_bac94f0b8587bf0e8f5e,commonsense,yesno,Would a cauliflower farmer prosper at a latitude of 75° N? Answer yes or no.,no
strategyqa_20abc7ba538a2fd1dd76,commonsense,yesno,Will the small intenstine break down a cotton ball? Answer yes or no.,no
mmlu_humanities_00055_high_school_world_history,humanities,choice,"This question refers to the following information.
""The greatest contribution that Africa can make to the peace of the world is to avoid all the dangers inherent in disunity, by creating a political union which will also by its success, stand as an example to a divided world. A Union of African states will project more effectively the African personality. It will command respect from a world that has regard only for size and influence. The scant attention paid to African opposition to the French atomic tests in the Sahara, and the ignominious spectacle of the U.N. in the Congo quibbling about constitutional niceties while the Republic was tottering into anarchy, are evidence of the callous disregard of African Independence by the Great Powers.""
Kwame Nkrumah, Ghanian leader, 1961
Nkrumah's argument in the passage most clearly supports which of the following ideologies?
A. Pan-Africanism
B. Communism
C. African socialism
D. Neocolonialism",A
